,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,uid
390,,,6,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,43490.0
1861,,,2,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,204085.0
1587,,,26,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,174566.0
2000,,,30,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,220478.0
68,,,8,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,7486.0
1209,,,13,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,132877.0
771,,,31,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,85166.0
559,,,24,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,61473.0
1595,,,26,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,174994.0
1845,,,29,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,202480.0
788,,,11,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,87346.0
1348,,,15,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,147838.0
317,,,5,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,36662.0
806,,,23,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,89554.0
1797,,,3,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,197106.0
361,,,14,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,40721.0
89,,,8,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,9401.0
1426,,,28,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,158801.0
1990,,,20,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,219402.0
649,,,29,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,71408.0
1916,,,30,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,210387.0
193,,,28,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,22088.0
2257,,,3,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,246239.0
1777,,,9,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,195428.0
2058,,,18,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,228292.0
1067,,,27,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,116014.0
1024,,,18,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,112103.0
1083,,,27,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,117829.0
290,,,26,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,33931.0
1241,,,2,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,136685.0
1605,,,13,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,175878.0
1290,,,29,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,141143.0
597,,,26,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,65496.0
213,,,6,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,24946.0
2056,,,16,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,228094.0
2029,,,9,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,225189.0
1628,,,12,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,178059.0
2169,,,25,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,238938.0
215,,,29,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,25466.0
314,,,29,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,36522.0
1905,,,16,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,209247.0
1459,,,9,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,162574.0
1781,,,1,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,195865.0
1019,,,24,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,111709.0
185,,,10,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,21668.0
1098,,,3,,,,,,,,,,,,,,19.0,,65.0,,,,,,,,,,,119089.0
1446,,,21,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,160962.0
183,,,26,,,,,,,,,,,,,,19.0,,65.0,,,,,,,,,,,21453.0
458,,,9,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,49253.0
1882,,,11,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,205901.0
43,,,23,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,5548.0
2281,,,29,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,249014.0
2229,,,14,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,243696.0
1038,,,22,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,112931.0
563,,,24,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,61524.0
89,,,8,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,9401.0
1581,,,25,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,174290.0
1766,,,5,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,193754.0
1907,,,5,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,209745.0
1427,,,1,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,158894.0
2010,,,1,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,222127.0
2005,,,18,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,220767.0
2207,,,20,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,241779.0
2167,,,11,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,238592.0
1648,,,3,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,179879.0
115,,,18,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,13236.0
267,,,24,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,31859.0
2179,,,25,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,239826.0
1156,,,30,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,126842.0
1159,,,5,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,127044.0
175,,,17,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,20188.0
479,,,7,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,51837.0
1106,,,12,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,119723.0
322,,,10,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,37476.0
2313,,,19,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,252940.0
485,,,27,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,52293.0
227,,,14,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,27579.0
1326,,,12,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,145753.0
1745,,,29,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,191350.0
1093,,,11,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,118428.0
867,,,10,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,97635.0
1105,,,20,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,119687.0
1778,,,17,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,195557.0
2065,,,4,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,228815.0
444,,,26,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,47773.0
517,,,31,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,56034.0
1730,,,16,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,189055.0
175,,,17,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,20188.0
1137,,,10,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,124460.0
1004,,,1,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,110163.0
1431,,,9,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,159653.0
1380,,,2,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,152707.0
543,,,24,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,59759.0
402,,,6,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,44061.0
1503,,,10,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,167123.0
609,,,14,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,67129.0
725,,,7,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,79912.0
241,,,30,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,29059.0
349,,,25,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,39854.0
1353,,,21,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,148791.0
42,,,16,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,5260.0
79,,,19,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,8295.0
2191,,,1,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,240312.0
847,,,19,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,95326.0
1794,,,15,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,196815.0
1273,,,2,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,139348.0
1843,,,25,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,202453.0
1643,,,11,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,179280.0
547,,,10,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,60051.0
197,,,19,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,22867.0
1842,,,18,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,202431.0
231,,,1,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,27822.0
1716,,,15,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,187420.0
1982,,,14,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,218354.0
1659,,,3,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,180703.0
1770,,,26,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,193984.0
1823,,,2,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,200280.0
1664,,,11,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,181488.0
885,,,27,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,99258.0
108,,,22,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,12448.0
2308,,,5,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,251510.0
1441,,,3,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,160384.0
2387,,,26,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,261746.0
1563,,,4,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,172349.0
957,,,26,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,106135.0
1665,,,27,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,181550.0
856,,,13,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,96649.0
273,,,5,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,32337.0
1863,,,21,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,204257.0
2112,,,26,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,233453.0
936,,,9,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,104586.0
1238,,,16,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,136332.0
2335,,,14,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,255885.0
1026,,,24,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,112232.0
1563,,,4,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,172349.0
1651,,,5,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,180083.0
1514,,,26,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,167917.0
453,,,10,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,48809.0
1376,,,27,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,152034.0
2389,,,27,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,262052.0
206,,,30,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,23870.0
1026,,,24,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,112232.0
1518,,,10,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,168548.0
1454,,,13,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,162185.0
2284,,,7,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,249178.0
2050,,,3,,,,,,,,,,,,,,19.0,,65.0,,,,,,,,,,,227334.0
2284,,,7,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,249178.0
612,,,7,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,67488.0
2002,,,23,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,220626.0
1349,,,7,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,148116.0
431,,,22,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,46897.0
1397,,,16,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,154248.0
206,,,30,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,23870.0
98,,,2,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,10880.0
866,,,22,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,97586.0
878,,,28,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,98561.0
578,,,17,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,63792.0
1330,,,4,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,146456.0
2104,,,25,,,,,,,,,,,,,,19.0,,65.0,,,,,,,,,,,232903.0
1743,,,10,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,191123.0
792,,,23,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,87985.0
247,,,22,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,29515.0
881,,,21,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,98798.0
1748,,,4,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,191715.0
2214,,,6,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,242769.0
2001,,,4,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,220504.0
1450,,,18,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,161734.0
1183,,,1,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,130329.0
1187,,,28,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,130410.0
1980,,,18,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,218299.0
1372,,,14,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,151385.0
1121,,,12,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,122144.0
1024,,,18,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,112103.0
87,,,16,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,9166.0
1371,,,17,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,151260.0
553,,,5,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,60722.0
1108,,,30,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,119766.0
847,,,19,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,95326.0
1968,,,31,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,216692.0
263,,,9,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,31502.0
2,,,20,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,386.0
1833,,,9,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,201575.0
1058,,,31,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,114953.0
1477,,,4,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,164237.0
1793,,,26,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,196568.0
72,,,3,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,8018.0
1017,,,28,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,111381.0
890,,,7,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,99516.0
174,,,31,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,20084.0
514,,,5,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,54902.0
2260,,,20,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,246541.0
1229,,,31,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,135072.0
434,,,14,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,47028.0
2219,,,9,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,243085.0
1934,,,2,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,212245.0
1683,,,29,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,183478.0
1993,,,30,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,219690.0
191,,,3,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,21917.0
2365,,,17,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,259314.0
1111,,,21,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,120277.0
1951,,,21,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,214327.0
252,,,7,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,30013.0
816,,,7,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,91670.0
1243,,,28,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,136891.0
472,,,22,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,50774.0
131,,,3,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,15242.0
47,,,28,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,5819.0
100,,,27,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,11241.0
1225,,,2,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,134744.0
264,,,18,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,31684.0
470,,,8,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,50571.0
16,,,3,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,2071.0
1657,,,16,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,180573.0
429,,,6,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,46805.0
1240,,,19,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,136641.0
2078,,,6,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,230152.0
1264,,,8,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,138558.0
1242,,,31,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,136769.0
94,,,29,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,10071.0
2302,,,12,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,250795.0
1784,,,30,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,195941.0
438,,,8,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,47337.0
863,,,15,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,97310.0
1646,,,11,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,179608.0
1967,,,31,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,216238.0
2131,,,20,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,235583.0
2324,,,2,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,254226.0
1922,,,12,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,211032.0
603,,,14,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,66195.0
2332,,,2,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,255498.0
23,,,20,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,2971.0
1141,,,24,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,125295.0
2181,,,18,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,239935.0
1249,,,1,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,137181.0
1123,,,23,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,122378.0
808,,,12,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,89643.0
1876,,,11,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,205005.0
472,,,22,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,50774.0
2366,,,9,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,259323.0
1132,,,16,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,123519.0
2390,,,5,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,262097.0
1951,,,21,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,214327.0
591,,,11,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,65117.0
733,,,22,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,80944.0
1153,,,13,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,126354.0
679,,,29,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,73916.0
1691,,,11,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,183964.0
1445,,,19,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,160862.0
50,,,29,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,5850.0
1210,,,7,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,133024.0
2253,,,5,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,245972.0
1749,,,5,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,191794.0
195,,,2,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,22731.0
719,,,26,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,79310.0
1153,,,13,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,126354.0
2085,,,12,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,230579.0
861,,,9,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,97038.0
716,,,13,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,79157.0
1246,,,29,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,136922.0
1293,,,1,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,141826.0
735,,,27,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,81032.0
101,,,11,,,,,,,,,,,,,,19.0,,65.0,,,,,,,,,,,11445.0
1589,,,12,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,174729.0
1736,,,9,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,190191.0
305,,,29,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,36006.0
542,,,28,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,59457.0
1172,,,26,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,128448.0
549,,,29,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,60278.0
24,,,10,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,3187.0
1859,,,28,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,203859.0
853,,,31,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,96254.0
792,,,23,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,87985.0
747,,,12,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,82094.0
255,,,31,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,30718.0
1483,,,27,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,164794.0
662,,,26,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,72701.0
1026,,,24,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,112232.0
1572,,,19,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,173539.0
779,,,17,,,,,,,,,,,,,,19.0,,65.0,,,,,,,,,,,86825.0
29,,,2,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,3672.0
617,,,28,,,,,,,,,,,,,,19.0,,65.0,,,,,,,,,,,67698.0
1739,,,24,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,190831.0
91,,,25,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,9975.0
1770,,,26,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,193984.0
155,,,10,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,17292.0
1913,,,21,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,210292.0
299,,,23,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,35054.0
2041,,,22,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,226123.0
2036,,,17,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,225712.0
1516,,,25,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,168189.0
696,,,2,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,76416.0
166,,,8,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,18869.0
655,,,27,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,72219.0
2300,,,30,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,250717.0
2304,,,30,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,250838.0
255,,,31,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,30718.0
224,,,27,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,27115.0
1036,,,8,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,112873.0
1107,,,28,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,119730.0
2241,,,11,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,244816.0
2363,,,6,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,259279.0
2332,,,2,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,255498.0
321,,,23,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,37431.0
638,,,27,,,,,,,,,,,,,,19.0,,65.0,,,,,,,,,,,70626.0
2123,,,17,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,234827.0
1876,,,11,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,205005.0
2202,,,30,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,241309.0
144,,,11,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,16152.0
509,,,28,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,54194.0
1953,,,22,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,214576.0
2159,,,12,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,237666.0
1191,,,26,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,130674.0
1256,,,5,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,137999.0
264,,,18,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,31684.0
391,,,26,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,43494.0
2117,,,19,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,234156.0
